OID_,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,Shape_Leng,Shape_Area
0,Awash_Basin,Awash_Basin.kml,0,0,0.00000000000,-1,0,,,30.18094372780,9.41126282751
